ListName,InternalName,DisplayName,TypeAsString,Hidden,ReadOnly,FromBaseType,Indexed,Classification,Reason,RecommendedAction
Approval_Logs,ContentTypeId,コンテンツ タイプの ID,ContentTypeId,true,true,true,false,keep_system,"Hidden=true, ReadOnly=true, FromBaseType=true",KEEP
Approval_Logs,Title,タイトル,Text,false,false,true,false,keep_system,FromBaseType=true,KEEP
Approval_Logs,_ModerationComments,承認者のコメント,Note,true,true,true,false,keep_system,"Hidden=true, ReadOnly=true, FromBaseType=true",KEEP
Approval_Logs,File_x0020_Type,ファイルの種類,Text,true,true,true,false,keep_system,"Hidden=true, ReadOnly=true, FromBaseType=true",KEEP
Approval_Logs,_ColorHex,色,Text,true,true,true,false,keep_system,"Hidden=true, ReadOnly=true, FromBaseType=true",KEEP
Approval_Logs,_ColorTag,色タグ,Text,false,true,true,false,keep_system,"ReadOnly=true, FromBaseType=true",KEEP
Approval_Logs,_Emoji,絵文字,Text,true,true,true,false,keep_system,"Hidden=true, ReadOnly=true, FromBaseType=true",KEEP
Approval_Logs,ComplianceAssetId,コンプライアンス資産 ID,Text,false,true,true,false,keep_system,"ReadOnly=true, FromBaseType=true",KEEP
Approval_Logs,ParentScheduleId,親スケジュールID,Number,false,false,false,true,keep_ssot,Exact match with SSOT,KEEP
Approval_Logs,_x627f__x8a8d__x65e5__x6642_,承認日時,DateTime,false,false,false,true,drift_encoded,UCS-2 encoded name (_xNNNN_) — typically Japanese display-name auto-encoded,DELETE (auto-detected zombie)
Approval_Logs,_x627f__x8a8d__x30e1__x30e2_,承認メモ,Note,false,false,false,false,drift_encoded,UCS-2 encoded name (_xNNNN_) — typically Japanese display-name auto-encoded,DELETE (auto-detected zombie)
Approval_Logs,_x627f__x8a8d__x8005__x30b3__x300,承認者コード,Text,false,false,false,false,drift_encoded,UCS-2 encoded name (_xNNNN_) — typically Japanese display-name auto-encoded,DELETE (auto-detected zombie)
Approval_Logs,_x627f__x8a8d__x65e5__x6642_1,承認日時,DateTime,false,false,false,true,drift_encoded,UCS-2 encoded name (_xNNNN_) — typically Japanese display-name auto-encoded,DELETE (auto-detected zombie)
Approval_Logs,_x627f__x8a8d__x30a2__x30af__x300,承認アクション,Choice,false,false,false,false,drift_encoded,UCS-2 encoded name (_xNNNN_) — typically Japanese display-name auto-encoded,DELETE (auto-detected zombie)
Approval_Logs,_x627f__x8a8d__x8005__x30b3__x30,承認者コード,Text,false,false,false,false,drift_encoded,UCS-2 encoded name (_xNNNN_) — typically Japanese display-name auto-encoded,DELETE (auto-detected zombie)
Approval_Logs,_x627f__x8a8d__x65e5__x6642_0,承認日時,DateTime,false,false,false,true,drift_encoded,UCS-2 encoded name (_xNNNN_) — typically Japanese display-name auto-encoded,DELETE (auto-detected zombie)
Approval_Logs,_x627f__x8a8d__x30a2__x30af__x30,承認アクション,Choice,false,false,false,false,drift_encoded,UCS-2 encoded name (_xNNNN_) — typically Japanese display-name auto-encoded,DELETE (auto-detected zombie)
Approval_Logs,_x627f__x8a8d__x8005__x30b3__x301,承認者コード,Text,false,false,false,false,drift_encoded,UCS-2 encoded name (_xNNNN_) — typically Japanese display-name auto-encoded,DELETE (auto-detected zombie)
Approval_Logs,_x627f__x8a8d__x65e5__x6642_2,承認日時,DateTime,false,false,false,true,drift_encoded,UCS-2 encoded name (_xNNNN_) — typically Japanese display-name auto-encoded,DELETE (auto-detected zombie)
Approval_Logs,_x627f__x8a8d__x30a2__x30af__x301,承認アクション,Choice,false,false,false,false,drift_encoded,UCS-2 encoded name (_xNNNN_) — typically Japanese display-name auto-encoded,DELETE (auto-detected zombie)
Approval_Logs,_x627f__x8a8d__x8005__x30b3__x302,承認者コード,Text,false,false,false,false,drift_encoded,UCS-2 encoded name (_xNNNN_) — typically Japanese display-name auto-encoded,DELETE (auto-detected zombie)
Approval_Logs,_x627f__x8a8d__x65e5__x6642_3,承認日時,DateTime,false,false,false,true,drift_encoded,UCS-2 encoded name (_xNNNN_) — typically Japanese display-name auto-encoded,DELETE (auto-detected zombie)
Approval_Logs,_x627f__x8a8d__x30a2__x30af__x302,承認アクション,Choice,false,false,false,false,drift_encoded,UCS-2 encoded name (_xNNNN_) — typically Japanese display-name auto-encoded,DELETE (auto-detected zombie)
Approval_Logs,_x627f__x8a8d__x8005__x30b3__x303,承認者コード,Text,false,false,false,false,drift_encoded,UCS-2 encoded name (_xNNNN_) — typically Japanese display-name auto-encoded,DELETE (auto-detected zombie)
Approval_Logs,_x627f__x8a8d__x65e5__x6642_4,承認日時,DateTime,false,false,false,true,drift_encoded,UCS-2 encoded name (_xNNNN_) — typically Japanese display-name auto-encoded,DELETE (auto-detected zombie)
Approval_Logs,_x627f__x8a8d__x30a2__x30af__x303,承認アクション,Choice,false,false,false,false,drift_encoded,UCS-2 encoded name (_xNNNN_) — typically Japanese display-name auto-encoded,DELETE (auto-detected zombie)
Approval_Logs,_x627f__x8a8d__x8005__x30b3__x304,承認者コード,Text,false,false,false,false,drift_encoded,UCS-2 encoded name (_xNNNN_) — typically Japanese display-name auto-encoded,DELETE (auto-detected zombie)
Approval_Logs,_x627f__x8a8d__x65e5__x6642_5,承認日時,DateTime,false,false,false,true,drift_encoded,UCS-2 encoded name (_xNNNN_) — typically Japanese display-name auto-encoded,DELETE (auto-detected zombie)
Approval_Logs,_x627f__x8a8d__x30a2__x30af__x304,承認アクション,Choice,false,false,false,false,drift_encoded,UCS-2 encoded name (_xNNNN_) — typically Japanese display-name auto-encoded,DELETE (auto-detected zombie)
Approval_Logs,_x627f__x8a8d__x8005__x30b3__x305,承認者コード,Text,false,false,false,false,drift_encoded,UCS-2 encoded name (_xNNNN_) — typically Japanese display-name auto-encoded,DELETE (auto-detected zombie)
Approval_Logs,_x627f__x8a8d__x65e5__x6642_6,承認日時,DateTime,false,false,false,true,drift_encoded,UCS-2 encoded name (_xNNNN_) — typically Japanese display-name auto-encoded,DELETE (auto-detected zombie)
Approval_Logs,_x627f__x8a8d__x30a2__x30af__x305,承認アクション,Choice,false,false,false,false,drift_encoded,UCS-2 encoded name (_xNNNN_) — typically Japanese display-name auto-encoded,DELETE (auto-detected zombie)
Approval_Logs,_x627f__x8a8d__x8005__x30b3__x306,承認者コード,Text,false,false,false,false,drift_encoded,UCS-2 encoded name (_xNNNN_) — typically Japanese display-name auto-encoded,DELETE (auto-detected zombie)
Approval_Logs,_x627f__x8a8d__x65e5__x6642_7,承認日時,DateTime,false,false,false,true,drift_encoded,UCS-2 encoded name (_xNNNN_) — typically Japanese display-name auto-encoded,DELETE (auto-detected zombie)
Approval_Logs,_x627f__x8a8d__x30a2__x30af__x306,承認アクション,Choice,false,false,false,false,drift_encoded,UCS-2 encoded name (_xNNNN_) — typically Japanese display-name auto-encoded,DELETE (auto-detected zombie)
